v101,v102,v104,v106,v113,v115,v116,v119,v120,v121,v122,v123,v124,v125,v127,v128,v129,v130,v133,v135,v136,v137,v138,v139,v140,v149,v150,v151,v152,v153,v155,v157,v158,v159,v161,v170,v190,v191,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v213,v215,v216,v217,v218,v219,v220,v224,v226,v227,v228,v235,v238,v244,v301,v312,v313,v361,v364,v393,v394,v501,v502,v513,v525,v527,v528,v529,v530,v531,v532,v536,v602,v605,v613,v614,v623,v624,v625,v626,v627,v628,v629,v012,v384a,v384b,v384c,treatment,outcome
3.0,2.0,95.0,0.0,21.0,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,21.0,31.0,1.0,0.0,1.0,4.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,36.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,2.0,-27451.0,10.0,0.0,2.0,1.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,103.0,1.0,2.0,4.0,4.0,4.0,10.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,16.0,103.0,3.0,0.0,0.0,16.0,0.0,1.0,1.0,2.0,8.0,6.0,0.0,3.0,0.0,3.0,4.0,4.0,0.0,35.0,1.0,0.0,0.0,1.0,
2.0,2.0,6.0,2.0,21.0,996.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,32.0,31.0,1.0,7.0,1.0,6.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,17780.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,202.0,1.0,2.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,5.0,2.0,4.0,17.0,101.0,1.0,0.0,0.0,17.0,0.0,1.0,1.0,3.0,6.0,6.0,0.0,3.0,0.0,3.0,2.0,2.0,2.0,33.0,0.0,0.0,0.0,1.0,0.0
2.0,2.0,2.0,2.0,21.0,10.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,34.0,32.0,31.0,1.0,6.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,32.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,4.0,112486.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,318.0,0.0,2.0,2.0,2.0,2.0,3.0,995.0,9.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,17.0,401.0,31.0,996.0,9.0,17.0,0.0,2.0,1.0,3.0,4.0,4.0,2.0,7.0,2.0,7.0,0.0,0.0,4.0,25.0,1.0,0.0,0.0,1.0,0.0
2.0,2.0,95.0,2.0,21.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,32.0,31.0,1.0,9.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,29.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,3.0,46177.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,103.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,14.0,101.0,1.0,0.0,0.0,14.0,0.0,1.0,1.0,3.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,23.0,0.0,0.0,0.0,1.0,
2.0,2.0,2.0,0.0,21.0,10.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,32.0,31.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,47974.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,202.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,15.0,201.0,7.0,0.0,0.0,15.0,0.0,1.0,1.0,3.0,96.0,7.0,0.0,3.0,0.0,3.0,96.0,96.0,96.0,22.0,0.0,0.0,0.0,1.0,0.0
2.0,2.0,95.0,1.0,21.0,5.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,33.0,1.0,4.0,1.0,6.0,0.0,1.0,2.0,2.0,1.0,10.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,62426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,303.0,0.0,8.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,301.0,31.0,1.0,0.0,13.0,0.0,3.0,1.0,3.0,3.0,3.0,1.0,8.0,1.0,8.0,1.0,2.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0
2.0,2.0,11.0,0.0,21.0,10.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,32.0,31.0,1.0,0.0,1.0,6.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,36.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,3.0,43608.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,201.0,1.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,15.0,105.0,5.0,0.0,0.0,15.0,0.0,1.0,1.0,2.0,6.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,6.0,32.0,0.0,0.0,0.0,1.0,0.0
2.0,2.0,10.0,0.0,21.0,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,32.0,31.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,-30165.0,5.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,306.0,0.0,8.0,5.0,5.0,5.0,5.0,6.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,5.0,2.0,5.0,17.0,103.0,3.0,0.0,0.0,17.0,0.0,1.0,1.0,3.0,96.0,7.0,3.0,3.0,3.0,3.0,96.0,96.0,96.0,39.0,0.0,0.0,0.0,1.0,0.0
2.0,2.0,17.0,0.0,21.0,24.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,-96858.0,5.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,301.0,1.0,2.0,4.0,4.0,4.0,5.0,1.0,0.0,1.0,3.0,1.0,8.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,2.0,3.0,14.0,301.0,31.0,1.0,0.0,14.0,0.0,3.0,1.0,2.0,7.0,6.0,0.0,8.0,0.0,8.0,4.0,3.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0
2.0,2.0,22.0,0.0,14.0,10.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,21.0,31.0,1.0,0.0,1.0,5.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,27.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,3.0,6201.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,995.0,0.0,2.0,4.0,4.0,4.0,4.0,995.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,1.0,3.0,14.0,306.0,31.0,996.0,9.0,14.0,6.0,2.0,3.0,5.0,6.0,6.0,2.0,7.0,2.0,7.0,3.0,3.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0
3.0,2.0,0.0,3.0,21.0,5.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,1.0,14.0,1.0,3.0,1.0,1.0,3.0,2.0,5.0,2.0,1.0,41.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,3.0,55850.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,306.0,0.0,3.0,2.0,2.0,2.0,2.0,6.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,4.0,14.0,100.0,0.0,0.0,0.0,14.0,0.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,30.0,1.0,0.0,0.0,1.0,0.0
3.0,2.0,13.0,1.0,21.0,30.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,21.0,31.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,24.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,3.0,-5077.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,313.0,0.0,2.0,3.0,3.0,3.0,3.0,997.0,3.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,15.0,220.0,31.0,997.0,3.0,15.0,6.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,24.0,1.0,0.0,0.0,1.0,1.0
3.0,2.0,5.0,0.0,21.0,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,22.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,-97294.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,305.0,0.0,2.0,2.0,3.0,3.0,2.0,5.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,13.0,133.0,31.0,1.0,0.0,13.0,0.0,3.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0
3.0,2.0,2.0,0.0,21.0,996.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,21.0,31.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,46.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,15314.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,1.0,5.0,4.0,4.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,14.0,301.0,31.0,1.0,0.0,14.0,6.0,3.0,1.0,2.0,96.0,7.0,0.0,3.0,0.0,3.0,96.0,96.0,96.0,46.0,0.0,0.0,0.0,1.0,
3.0,2.0,9.0,1.0,21.0,20.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,33.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0,-76235.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,125.0,1.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,1.0,4.0,16.0,110.0,10.0,0.0,0.0,16.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,33.0,1.0,0.0,0.0,1.0,
3.0,2.0,3.0,2.0,21.0,15.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,21.0,31.0,1.0,8.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,26.0,0.0,1.0,0.0,2.0,2.0,7.0,1.0,4.0,143224.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,301.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,201.0,7.0,0.0,0.0,17.0,0.0,1.0,1.0,3.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0
3.0,2.0,12.0,2.0,21.0,5.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,31.0,1.0,6.0,1.0,2.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,35.0,0.0,1.0,0.0,2.0,0.0,8.0,0.0,2.0,-50581.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,1.0,3.0,18.0,100.0,0.0,0.0,0.0,18.0,6.0,1.0,1.0,1.0,6.0,6.0,0.0,7.0,0.0,7.0,3.0,3.0,0.0,32.0,1.0,0.0,0.0,1.0,0.0
3.0,2.0,95.0,1.0,21.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,12.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,-109558.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,103.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,15.0,201.0,7.0,0.0,0.0,15.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,25.0,0.0,0.0,0.0,1.0,1.0
2.0,1.0,1.0,1.0,92.0,996.0,12.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,32.0,31.0,1.0,6.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,52.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,5.0,254641.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,301.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,18.0,308.0,31.0,8.0,0.0,18.0,0.0,3.0,1.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,25.0,0.0,0.0,0.0,1.0,1.0
2.0,1.0,95.0,1.0,92.0,10.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,32.0,31.0,1.0,6.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,45.0,0.0,2.0,0.0,2.0,2.0,7.0,1.0,5.0,223457.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,201.0,1.0,2.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,18.0,100.0,0.0,0.0,0.0,18.0,0.0,1.0,3.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,42.0,0.0,0.0,0.0,1.0,
2.0,1.0,5.0,2.0,92.0,996.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,32.0,31.0,1.0,7.0,1.0,10.0,2.0,3.0,2.0,1.0,3.0,11.0,1.0,40.0,0.0,2.0,0.0,1.0,1.0,7.0,1.0,5.0,229347.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,303.0,0.0,2.0,4.0,4.0,4.0,5.0,997.0,2.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,1.0,3.0,2.0,1.0,11.0,308.0,31.0,996.0,9.0,11.0,0.0,2.0,2.0,4.0,4.0,4.0,0.0,8.0,0.0,8.0,2.0,2.0,0.0,27.0,0.0,0.0,0.0,1.0,1.0
2.0,1.0,95.0,2.0,21.0,996.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,35.0,31.0,1.0,6.0,1.0,8.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,78.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,3.0,46998.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,106.0,1.0,8.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,8.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,16.0,402.0,31.0,996.0,9.0,16.0,0.0,2.0,1.0,1.0,4.0,4.0,0.0,8.0,0.0,8.0,2.0,2.0,0.0,26.0,0.0,0.0,0.0,1.0,1.0
4.0,2.0,95.0,1.0,21.0,996.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,32.0,31.0,1.0,4.0,1.0,5.0,0.0,2.0,4.0,2.0,1.0,5.0,2.0,81.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,3.0,7750.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,203.0,1.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,15.0,304.0,31.0,4.0,0.0,15.0,0.0,3.0,1.0,3.0,3.0,3.0,0.0,8.0,0.0,8.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,1.0,1.0
4.0,2.0,95.0,2.0,21.0,996.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,32.0,31.0,1.0,6.0,1.0,5.0,0.0,2.0,4.0,2.0,3.0,5.0,2.0,81.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,3.0,7750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,202.0,14.0,0.0,0.0,17.0,0.0,1.0,1.0,2.0,6.0,6.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,18.0,0.0,0.0,0.0,1.0,
